"Name","Platform","Compiles","CompilesDouble","Uses","UsesDouble","PermutationString"
"/OculusVR/Materials/OculusMR_OpaqueColoredMaterial.OculusMR_OpaqueColoredMaterial","0","2","0","2","0","Compiling OculusMR_OpaqueColoredMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/OculusVR/Materials/OculusMR_ChromaKey.OculusMR_ChromaKey","0","8","0","8","0","Compiling OculusMR_ChromaKey: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","4","0","4","0","Compiling M_VolumeRenderSphereTracePP: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","66","0","70","0","Compiling SpeedTreeBillboardMaster: Platform=PCD3D_SM5, Usage=LightingModel=MSM_TwoSidedFoliage, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithInstancedStaticMeshes}"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","92","0","96","0","Compiling SpeedTreeMaster: Platform=PCD3D_SM5, Usage=LightingModel=MSM_TwoSidedFoliage, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}"
"/Engine/EngineDebugMaterials/WireframeMaterial.WireframeMaterial","0","550","0","598","0","Compiling WireframeMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=1, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineDebugMaterials/VertexColorMaterial.VertexColorMaterial","0","85","0","90","0","Compiling VertexColorMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithInstancedStaticMeshes,bUsedWithGeometryCollections,bUsedWithGeometryCache}"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","123","0","123","0","Compiling DefaultMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithMeshParticles,bUsedWithStaticLighting,bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes,bUsedWithNiagaraSprites,bUsedWithNiagaraRibbons,bUsedWithNiagaraMeshParticles}"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_Emissive_Color.M_Emissive_Color","0","2","0","2","0","Compiling M_Emissive_Color: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","0","8","0","8","0","Compiling PokeAHoleMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","8","0","8","0","Compiling M_SimpleUnlitTranslucent: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","24","0","24","0","Compiling CineMat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSplineMeshes}"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","8","0","8","0","Compiling TranslucentTransformGizmoMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","0","2","0","Compiling TransformGizmoMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","12","0","12","0","Compiling Xray: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/Main.Main","0","8","0","8","0","Compiling Main: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","49","0","52","0","Compiling BaseFlattenMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","44","0","44","0","Compiling m_SimpleVolumetricCloud: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","6","0","6","0","Compiling DefaultPostProcessMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting}"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","17","0","17","0","Compiling DefaultLightFunctionMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","115","0","115","0","Compiling DefaultDeferredDecalMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithSplineMeshes}"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","847","0","871","0","Compiling WorldGridMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=1, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","33","0","35","0","Compiling DefaultTextMaterialOpaque: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Game/IceCool/Materials/M_IceCool.M_IceCool","0","17","0","18","0","Compiling M_IceCool: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}, StaticSwitch'UseGlassNormal2-1'=False, StaticSwitch'UseGlassNormalScale2-1'=False, StaticSwitch'UseDetailNormal2-1'=False, StaticSwitch'UseTranslucency2-1'=False, StaticSwitch'UseFrontFaceCulling2-1'=False, StaticSwitch'UseCoating2-1'=False, StaticSwitch'UseCoatingAnimation2-1'=False, StaticSwitch'UseCoatingDebugAnimation2-1'=False, StaticSwitch'UseCoatingTexture2-1'=False, StaticSwitch'UseCoatingPlaneAnimation2-1'=False, StaticSwitch'UseCoatingSphereAnimation2-1'=False, StaticSwitch'UseCoatingShapeLocalPosition2-1'=True, StaticSwitch'UseCoatingNoise2-1'=False, StaticSwitch'UseCoatingNoiseSkin2-1'=False, StaticSwitch'UseCoatingObjectScale2-1'=False, StaticSwitch'Unlit2-1'=True, StaticSwitch'UseRefraction2-1'=True, StaticSwitch'UseRefractionAberation2-1'=False, StaticSwitch'UseBoxProjectionLocal2-1'=False, StaticSwitch'UseBoxProjectionRefraction2-1'=True, StaticSwitch'UseFogExp22-1'=True, StaticSwitch'UseShapeClipPlane2-1'=False, StaticSwitch'UseClipPlaneReflection2-1'=True, StaticSwitch'UseGlassTexture2-1'=True, StaticSwitch'UseGlassTextureVertexAlpha2-1'=False, StaticSwitch'UseGlassTextureMask2-1'=False, StaticSwitch'UseShapeVolume2-1'=True, StaticSwitch'UseWetCoor2-1'=False, StaticSwitch'UseGlassWorldSpaceUV2-1'=False, StaticSwitch'UseCracks2-1'=False, StaticSwitch'UseShapeBox2-1'=False, StaticSwitch'UseShapeEllipsoid2-1'=False, StaticSwitch'UseShapeCylinder2-1'=False, StaticSwitch'UseShapeCylinderLoCap2-1'=True, StaticSwitch'UseShapeCylinderUpCap2-1'=True, StaticSwitch'UseShapeSphere2-1'=False, StaticSwitch'UseShapeMesh2-1'=False, StaticSwitch'UseWaterLine2-1'=False, StaticSwitch'UseLightColorEdge2-1'=True, StaticSwitch'UseLighting2-1'=False, StaticSwitch'UseSoftNormal2-1'=True, StaticSwitch'UseDirectionalLight2-1'=False, StaticSwitch'UseLightWorldrSpace2-1'=False, StaticSwitch'UseChannel02-1'=False, StaticSwitch'UseChannel12-1'=False, StaticSwitch'UseChannel22-1'=False, StaticSwitch'UseSubsurfaceScattering2-1'=False, StaticSwitch'UseDust2-1'=False, StaticSwitch'UseDustAlpha2-1'=False, StaticSwitch'UseDustNoise2-1'=True, StaticSwitch'UseDustLayered2-1'=True, StaticSwitch'UseDustWorldSpaceUV2-1'=False, StaticSwitch'UseDustNoiseAlpha2-1'=False, StaticSwitch'UseDustNoiseWorldSpaceUV2-1'=False, StaticSwitch'UseClipPlaneSurface2-1'=False, StaticSwitch'UseSurfaceNormalScale2-1'=False, StaticSwitch'UseSurfaceNormalMap2-1'=True, StaticSwitch'UseSurfaceBoxProjection2-1'=False, StaticSwitch'UseRefractionDepthFade2-1'=True, StaticSwitch'UseRefractionFesnelScale2-1'=False, StaticSwitch'UseRefractionTextureFade2-1'=False, StaticSwitch'UseScreenRefractionSimple2-1'=True, StaticSwitch'UseShlickReflection2-1'=True, StaticSwitch'UseBoxProjectionReflection2-1'=False, StaticSwitch'UseReflectionAdditive2-1'=True, StaticSwitch'UseReflection2-1'=True, StaticSwitch'UseSimulatedLighting2-1'=False, StaticSwitch'UseLightVertexNormal2-1'=False, StaticSwitch'UseClipPlaneGlass2-1'=False, StaticSwitch'UseSceneRefraction2-1'=False, StaticSwitch'UseDitheringDistance2-1'=False, StaticSwitch'UseDitheringVertexAlpha2-1'=False, StaticSwitch'UseDitheringPerVertex2-1'=True, StaticSwitch'UseWaterPlane2-1'=False, StaticMask'CoatingColorMask2-1'=R, StaticMask'GlassTextureMask2-1'=A"
"/Game/IceCool/Materials/M_IceCool.M_IceCool","0","17","0","18","0","Compiling M_IceCool: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_AlphaComposite, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}, StaticSwitch'UseGlassNormal2-1'=True, StaticSwitch'UseGlassNormalScale2-1'=False, StaticSwitch'UseDetailNormal2-1'=True, StaticSwitch'UseTranslucency2-1'=True, StaticSwitch'UseFrontFaceCulling2-1'=False, StaticSwitch'UseCoating2-1'=False, StaticSwitch'UseCoatingAnimation2-1'=False, StaticSwitch'UseCoatingDebugAnimation2-1'=False, StaticSwitch'UseCoatingTexture2-1'=False, StaticSwitch'UseCoatingPlaneAnimation2-1'=False, StaticSwitch'UseCoatingSphereAnimation2-1'=False, StaticSwitch'UseCoatingShapeLocalPosition2-1'=True, StaticSwitch'UseCoatingNoise2-1'=False, StaticSwitch'UseCoatingNoiseSkin2-1'=False, StaticSwitch'UseCoatingObjectScale2-1'=False, StaticSwitch'Unlit2-1'=True, StaticSwitch'UseRefraction2-1'=True, StaticSwitch'UseRefractionAberation2-1'=False, StaticSwitch'UseBoxProjectionLocal2-1'=False, StaticSwitch'UseBoxProjectionRefraction2-1'=True, StaticSwitch'UseFogExp22-1'=True, StaticSwitch'UseShapeClipPlane2-1'=False, StaticSwitch'UseClipPlaneReflection2-1'=True, StaticSwitch'UseGlassTexture2-1'=True, StaticSwitch'UseGlassTextureVertexAlpha2-1'=False, StaticSwitch'UseGlassTextureMask2-1'=False, StaticSwitch'UseShapeVolume2-1'=True, StaticSwitch'UseWetCoor2-1'=True, StaticSwitch'UseGlassWorldSpaceUV2-1'=True, StaticSwitch'UseCracks2-1'=True, StaticSwitch'UseShapeBox2-1'=False, StaticSwitch'UseShapeEllipsoid2-1'=False, StaticSwitch'UseShapeCylinder2-1'=False, StaticSwitch'UseShapeCylinderLoCap2-1'=True, StaticSwitch'UseShapeCylinderUpCap2-1'=True, StaticSwitch'UseShapeSphere2-1'=False, StaticSwitch'UseShapeMesh2-1'=False, StaticSwitch'UseWaterLine2-1'=False, StaticSwitch'UseLightColorEdge2-1'=True, StaticSwitch'UseLighting2-1'=False, StaticSwitch'UseSoftNormal2-1'=True, StaticSwitch'UseDirectionalLight2-1'=False, StaticSwitch'UseLightWorldrSpace2-1'=False, StaticSwitch'UseChannel02-1'=False, StaticSwitch'UseChannel12-1'=False, StaticSwitch'UseChannel22-1'=False, StaticSwitch'UseSubsurfaceScattering2-1'=False, StaticSwitch'UseDust2-1'=True, StaticSwitch'UseDustAlpha2-1'=False, StaticSwitch'UseDustNoise2-1'=True, StaticSwitch'UseDustLayered2-1'=True, StaticSwitch'UseDustWorldSpaceUV2-1'=True, StaticSwitch'UseDustNoiseAlpha2-1'=True, StaticSwitch'UseDustNoiseWorldSpaceUV2-1'=True, StaticSwitch'UseClipPlaneSurface2-1'=False, StaticSwitch'UseSurfaceNormalScale2-1'=False, StaticSwitch'UseSurfaceNormalMap2-1'=True, StaticSwitch'UseSurfaceBoxProjection2-1'=False, StaticSwitch'UseRefractionDepthFade2-1'=True, StaticSwitch'UseRefractionFesnelScale2-1'=False, StaticSwitch'UseRefractionTextureFade2-1'=True, StaticSwitch'UseScreenRefractionSimple2-1'=True, StaticSwitch'UseShlickReflection2-1'=True, StaticSwitch'UseBoxProjectionReflection2-1'=True, StaticSwitch'UseReflectionAdditive2-1'=False, StaticSwitch'UseReflection2-1'=True, StaticSwitch'UseSimulatedLighting2-1'=False, StaticSwitch'UseLightVertexNormal2-1'=False, StaticSwitch'UseClipPlaneGlass2-1'=False, StaticSwitch'UseSceneRefraction2-1'=False, StaticSwitch'UseDitheringDistance2-1'=False, StaticSwitch'UseDitheringVertexAlpha2-1'=False, StaticSwitch'UseDitheringPerVertex2-1'=True, StaticSwitch'UseWaterPlane2-1'=False, StaticMask'CoatingColorMask2-1'=R, StaticMask'GlassTextureMask2-1'=A"
"/Game/IceCool/Materials/M_IceCool.M_IceCool","0","17","0","18","0","Compiling M_IceCool: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_AlphaComposite, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}, StaticSwitch'UseGlassNormal2-1'=True, StaticSwitch'UseGlassNormalScale2-1'=False, StaticSwitch'UseDetailNormal2-1'=False, StaticSwitch'UseTranslucency2-1'=True, StaticSwitch'UseFrontFaceCulling2-1'=False, StaticSwitch'UseCoating2-1'=False, StaticSwitch'UseCoatingAnimation2-1'=False, StaticSwitch'UseCoatingDebugAnimation2-1'=False, StaticSwitch'UseCoatingTexture2-1'=False, StaticSwitch'UseCoatingPlaneAnimation2-1'=False, StaticSwitch'UseCoatingSphereAnimation2-1'=False, StaticSwitch'UseCoatingShapeLocalPosition2-1'=True, StaticSwitch'UseCoatingNoise2-1'=False, StaticSwitch'UseCoatingNoiseSkin2-1'=False, StaticSwitch'UseCoatingObjectScale2-1'=False, StaticSwitch'Unlit2-1'=True, StaticSwitch'UseRefraction2-1'=True, StaticSwitch'UseRefractionAberation2-1'=False, StaticSwitch'UseBoxProjectionLocal2-1'=False, StaticSwitch'UseBoxProjectionRefraction2-1'=True, StaticSwitch'UseFogExp22-1'=True, StaticSwitch'UseShapeClipPlane2-1'=False, StaticSwitch'UseClipPlaneReflection2-1'=True, StaticSwitch'UseGlassTexture2-1'=True, StaticSwitch'UseGlassTextureVertexAlpha2-1'=False, StaticSwitch'UseGlassTextureMask2-1'=False, StaticSwitch'UseShapeVolume2-1'=True, StaticSwitch'UseWetCoor2-1'=True, StaticSwitch'UseGlassWorldSpaceUV2-1'=True, StaticSwitch'UseCracks2-1'=True, StaticSwitch'UseShapeBox2-1'=False, StaticSwitch'UseShapeEllipsoid2-1'=False, StaticSwitch'UseShapeCylinder2-1'=False, StaticSwitch'UseShapeCylinderLoCap2-1'=True, StaticSwitch'UseShapeCylinderUpCap2-1'=True, StaticSwitch'UseShapeSphere2-1'=False, StaticSwitch'UseShapeMesh2-1'=False, StaticSwitch'UseWaterLine2-1'=False, StaticSwitch'UseLightColorEdge2-1'=True, StaticSwitch'UseLighting2-1'=False, StaticSwitch'UseSoftNormal2-1'=True, StaticSwitch'UseDirectionalLight2-1'=False, StaticSwitch'UseLightWorldrSpace2-1'=False, StaticSwitch'UseChannel02-1'=False, StaticSwitch'UseChannel12-1'=False, StaticSwitch'UseChannel22-1'=False, StaticSwitch'UseSubsurfaceScattering2-1'=False, StaticSwitch'UseDust2-1'=True, StaticSwitch'UseDustAlpha2-1'=False, StaticSwitch'UseDustNoise2-1'=True, StaticSwitch'UseDustLayered2-1'=True, StaticSwitch'UseDustWorldSpaceUV2-1'=True, StaticSwitch'UseDustNoiseAlpha2-1'=True, StaticSwitch'UseDustNoiseWorldSpaceUV2-1'=True, StaticSwitch'UseClipPlaneSurface2-1'=False, StaticSwitch'UseSurfaceNormalScale2-1'=False, StaticSwitch'UseSurfaceNormalMap2-1'=True, StaticSwitch'UseSurfaceBoxProjection2-1'=False, StaticSwitch'UseRefractionDepthFade2-1'=True, StaticSwitch'UseRefractionFesnelScale2-1'=False, StaticSwitch'UseRefractionTextureFade2-1'=True, StaticSwitch'UseScreenRefractionSimple2-1'=True, StaticSwitch'UseShlickReflection2-1'=True, StaticSwitch'UseBoxProjectionReflection2-1'=True, StaticSwitch'UseReflectionAdditive2-1'=False, StaticSwitch'UseReflection2-1'=True, StaticSwitch'UseSimulatedLighting2-1'=True, StaticSwitch'UseLightVertexNormal2-1'=False, StaticSwitch'UseClipPlaneGlass2-1'=False, StaticSwitch'UseSceneRefraction2-1'=False, StaticSwitch'UseDitheringDistance2-1'=False, StaticSwitch'UseDitheringVertexAlpha2-1'=False, StaticSwitch'UseDitheringPerVertex2-1'=True, StaticSwitch'UseWaterPlane2-1'=False, StaticMask'CoatingColorMask2-1'=R, StaticMask'GlassTextureMask2-1'=A"
